order_id,order_date,order_time,customer_id,neighborhood,channel,payment_method,promotion,pizza_id,pizza_name,pizza_category,size_cm,dough_type,quantity,unit_price_eur,line_total_eur
CMD0042,2026-02-27,14:45,CLI073,Université,À emporter,Espèces,Aucune,P005,4 Fromages,Fromage,40,Fine,1,22.1,22.1
CMD0042,2026-02-27,14:45,CLI073,Université,À emporter,Espèces,Aucune,P001,Margherita,Classique,30,Classique,1,12.83,12.83
CMD0103,2026-02-28,11:30,CLI026,Les Halles,Sur place,Carte bancaire,-20%,P007,Pepperoni,Viande,50,Classique,1,25.2,20.16
CMD0103,2026-02-28,11:30,CLI026,Les Halles,Sur place,Carte bancaire,-20%,P004,Reine,Classique,20,Épaisse,1,12.0,9.6
CMD0103,2026-02-28,11:30,CLI026,Les Halles,Sur place,Carte bancaire,-20%,P006,Végétarienne,Végétarienne,20,Fine,1,11.5,9.2
CMD0081,2026-02-28,16:15,CLI048,Zone résidentielle,À emporter,Espèces,-10%,P001,Margherita,Classique,20,Fine,1,9.5,8.55
CMD0081,2026-02-28,16:15,CLI048,Zone résidentielle,À emporter,Espèces,-10%,P002,Orientale,Viande,20,Fine,1,12.5,11.25
CMD0077,2026-02-28,17:45,CLI013,Les Halles,À emporter,Espèces,-10%,P008,Chèvre-Miel,Sucré-salé,20,Épaisse,1,13.5,12.15
CMD0077,2026-02-28,17:45,CLI013,Les Halles,À emporter,Espèces,-10%,P002,Orientale,Viande,30,Classique,1,16.88,15.19
CMD0077,2026-02-28,17:45,CLI013,Les Halles,À emporter,Espèces,-10%,P001,Margherita,Classique,30,Fine,1,12.83,11.55
CMD0146,2026-03-01,12:45,CLI041,Centre-ville,Livraison,Espèces,Aucune,P004,Reine,Classique,30,Classique,1,16.7,16.7
CMD0146,2026-03-01,12:45,CLI041,Centre-ville,Livraison,Espèces,Aucune,P007,Pepperoni,Viande,20,Classique,1,12.5,12.5
CMD0015,2026-03-01,14:00,CLI057,Zone résidentielle,Livraison,Titres restaurant,Aucune,P002,Orientale,Viande,40,Épaisse,1,21.75,21.75
CMD0015,2026-03-01,14:00,CLI057,Zone résidentielle,Livraison,Titres restaurant,Aucune,P008,Chèvre-Miel,Sucré-salé,30,Épaisse,2,18.73,37.46
CMD0162,2026-03-01,14:45,CLI038,Université,Livraison,Carte bancaire,-20%,P003,Hawaienne,Sucré-salé,30,Classique,1,16.03,12.82
CMD0162,2026-03-01,14:45,CLI038,Université,Livraison,Carte bancaire,-20%,P007,Pepperoni,Viande,30,Classique,2,16.7,26.72
CMD0063,2026-03-01,15:15,CLI010,Les Halles,À emporter,Espèces,Menu étudiant,P007,Pepperoni,Viande,30,Classique,1,16.2,13.77
CMD0063,2026-03-01,15:15,CLI010,Les Halles,À emporter,Espèces,Menu étudiant,P007,Pepperoni,Viande,40,Classique,1,20.4,17.34
CMD0030,2026-03-01,18:45,CLI028,Centre-ville,À emporter,Titres restaurant,Aucune,P006,Végétarienne,Végétarienne,20,Sans gluten,1,13.0,13.0
CMD0099,2026-03-02,13:45,CLI058,Gare,À emporter,Carte bancaire,Aucune,P007,Pepperoni,Viande,20,Classique,1,12.0,12.0
CMD0099,2026-03-02,13:45,CLI058,Gare,À emporter,Carte bancaire,Aucune,P001,Margherita,Classique,20,Fine,1,9.5,9.5
CMD0049,2026-03-02,15:00,CLI030,Université,À emporter,Espèces,-10%,P004,Reine,Classique,40,Fine,1,20.4,18.36
CMD0121,2026-03-02,19:45,CLI020,Zone résidentielle,À emporter,Titres restaurant,Aucune,P007,Pepperoni,Viande,50,Fine,1,25.2,25.2
CMD0145,2026-03-03,14:15,CLI051,Les Halles,Livraison,Titres restaurant,Aucune,P006,Végétarienne,Végétarienne,20,Classique,2,12.0,24.0
CMD0163,2026-03-03,20:45,CLI069,Centre-ville,À emporter,Titres restaurant,Aucune,P006,Végétarienne,Végétarienne,30,Épaisse,1,15.53,15.53
CMD0163,2026-03-03,20:45,CLI069,Centre-ville,À emporter,Titres restaurant,Aucune,P002,Orientale,Viande,20,Classique,1,12.5,12.5
CMD0011,2026-03-04,12:15,CLI017,Zone résidentielle,Livraison,Titres restaurant,Aucune,P007,Pepperoni,Viande,50,Épaisse,1,25.7,25.7
CMD0011,2026-03-04,12:15,CLI017,Zone résidentielle,Livraison,Titres restaurant,Aucune,P004,Reine,Classique,30,Classique,1,16.7,16.7
CMD0011,2026-03-04,12:15,CLI017,Zone résidentielle,Livraison,Titres restaurant,Aucune,P006,Végétarienne,Végétarienne,20,Classique,1,12.0,12.0
CMD0176,2026-03-04,13:30,CLI081,Centre-ville,À emporter,Espèces,Aucune,P005,4 Fromages,Fromage,30,Épaisse,1,17.55,17.55
CMD0177,2026-03-04,16:00,CLI012,Les Halles,Livraison,Espèces,Aucune,P007,Pepperoni,Viande,20,Classique,1,12.5,12.5
CMD0177,2026-03-04,16:00,CLI012,Les Halles,Livraison,Espèces,Aucune,P005,4 Fromages,Fromage,20,Classique,1,13.5,13.5
CMD0177,2026-03-04,16:00,CLI012,Les Halles,Livraison,Espèces,Aucune,P003,Hawaienne,Sucré-salé,30,Classique,1,16.03,16.03
CMD0161,2026-03-04,20:15,CLI042,Zone résidentielle,À emporter,Espèces,Aucune,P003,Hawaienne,Sucré-salé,30,Fine,2,15.53,31.06
CMD0129,2026-03-05,13:30,CLI005,Les Halles,Sur place,Titres restaurant,Aucune,P008,Chèvre-Miel,Sucré-salé,40,Classique,1,22.95,22.95
CMD0056,2026-03-05,15:30,CLI054,Zone résidentielle,Livraison,Espèces,Aucune,P004,Reine,Classique,40,Classique,1,20.9,20.9
CMD0171,2026-03-05,17:45,CLI054,Centre-ville,Livraison,Espèces,Aucune,P004,Reine,Classique,20,Classique,1,12.5,12.5
CMD0171,2026-03-05,17:45,CLI054,Centre-ville,Livraison,Espèces,Aucune,P003,Hawaienne,Sucré-salé,30,Fine,1,16.03,16.03
CMD0172,2026-03-05,19:00,CLI074,Les Halles,Sur place,Titres restaurant,-20%,P001,Margherita,Classique,30,Classique,1,12.83,10.26
CMD0172,2026-03-05,19:00,CLI074,Les Halles,Sur place,Titres restaurant,-20%,P007,Pepperoni,Viande,20,Épaisse,1,12.0,9.6
CMD0009,2026-03-06,13:00,CLI081,Gare,À emporter,Titres restaurant,Aucune,P003,Hawaienne,Sucré-salé,30,Fine,1,15.53,15.53
CMD0033,2026-03-06,17:45,CLI021,Gare,Livraison,Espèces,Aucune,P005,4 Fromages,Fromage,30,Classique,1,18.05,18.05
CMD0033,2026-03-06,17:45,CLI021,Gare,Livraison,Espèces,Aucune,P005,4 Fromages,Fromage,20,Fine,1,13.5,13.5
CMD0017,2026-03-06,19:15,CLI008,Centre-ville,Livraison,Carte bancaire,-20%,P004,Reine,Classique,20,Épaisse,1,12.5,10.0
CMD0017,2026-03-06,19:15,CLI008,Centre-ville,Livraison,Carte bancaire,-20%,P001,Margherita,Classique,30,Classique,1,13.33,10.66
CMD0098,2026-03-07,13:45,CLI012,Les Halles,Livraison,Carte bancaire,-20%,P007,Pepperoni,Viande,20,Classique,1,12.5,10.0
CMD0098,2026-03-07,13:45,CLI012,Les Halles,Livraison,Carte bancaire,-20%,P002,Orientale,Viande,20,Classique,2,13.0,20.8
CMD0098,2026-03-07,13:45,CLI012,Les Halles,Livraison,Carte bancaire,-20%,P006,Végétarienne,Végétarienne,30,Classique,1,16.03,12.82
CMD0018,2026-03-08,16:30,CLI027,Université,Livraison,Espèces,Aucune,P005,4 Fromages,Fromage,30,Épaisse,2,18.05,36.1
CMD0062,2026-03-09,17:15,CLI022,Zone résidentielle,Sur place,Titres restaurant,-20%,P008,Chèvre-Miel,Sucré-salé,40,Classique,1,22.95,18.36
CMD0062,2026-03-09,17:15,CLI022,Zone résidentielle,Sur place,Titres restaurant,-20%,P005,4 Fromages,Fromage,30,Fine,2,17.55,28.08
CMD0097,2026-03-09,17:15,CLI026,Centre-ville,Livraison,Carte bancaire,-20%,P006,Végétarienne,Végétarienne,30,Classique,1,16.03,12.82
CMD0097,2026-03-09,17:15,CLI026,Centre-ville,Livraison,Carte bancaire,-20%,P002,Orientale,Viande,20,Fine,1,13.0,10.4
CMD0045,2026-03-10,13:15,CLI028,Zone résidentielle,Livraison,Espèces,-10%,P002,Orientale,Viande,40,Classique,1,21.75,19.57
CMD0045,2026-03-10,13:15,CLI028,Zone résidentielle,Livraison,Espèces,-10%,P005,4 Fromages,Fromage,10,Classique,1,9.6,8.64
CMD0170,2026-03-10,21:15,CLI072,Les Halles,Sur place,Espèces,Aucune,P001,Margherita,Classique,40,Sans gluten,1,17.65,17.65
CMD0170,2026-03-10,21:15,CLI072,Les Halles,Sur place,Espèces,Aucune,P004,Reine,Classique,40,Sans gluten,1,21.9,21.9
CMD0154,2026-03-11,16:45,CLI018,Zone résidentielle,Livraison,Titres restaurant,-10%,P006,Végétarienne,Végétarienne,20,Classique,1,12.0,10.8
CMD0154,2026-03-11,16:45,CLI018,Zone résidentielle,Livraison,Titres restaurant,-10%,P006,Végétarienne,Végétarienne,30,Fine,1,16.03,14.43
CMD0054,2026-03-11,18:45,CLI007,Université,Sur place,Espèces,Aucune,P001,Margherita,Classique,20,Classique,2,9.5,19.0
CMD0054,2026-03-11,18:45,CLI007,Université,Sur place,Espèces,Aucune,P008,Chèvre-Miel,Sucré-salé,40,Classique,1,22.95,22.95
CMD0113,2026-03-12,15:15,CLI081,Gare,À emporter,Titres restaurant,Aucune,P003,Hawaienne,Sucré-salé,20,Fine,2,11.5,23.0
CMD0113,2026-03-12,15:15,CLI081,Gare,À emporter,Titres restaurant,Aucune,P006,Végétarienne,Végétarienne,40,Fine,1,19.55,19.55
CMD0022,2026-03-13,11:00,CLI010,Zone résidentielle,Livraison,Titres restaurant,Menu étudiant,P006,Végétarienne,Végétarienne,30,Classique,1,16.03,13.63
CMD0108,2026-03-13,12:30,CLI034,Les Halles,Livraison,Carte bancaire,Menu étudiant,P008,Chèvre-Miel,Sucré-salé,20,Classique,1,14.0,11.9
CMD0108,2026-03-13,12:30,CLI034,Les Halles,Livraison,Carte bancaire,Menu étudiant,P003,Hawaienne,Sucré-salé,40,Classique,1,20.05,17.04
CMD0125,2026-03-13,15:15,CLI039,Université,Livraison,Titres restaurant,Aucune,P006,Végétarienne,Végétarienne,30,Épaisse,1,16.03,16.03
CMD0093,2026-03-13,17:30,CLI017,Zone résidentielle,Livraison,Titres restaurant,Menu étudiant,P007,Pepperoni,Viande,30,Classique,1,16.7,14.19
CMD0107,2026-03-14,11:15,CLI058,Centre-ville,Livraison,Espèces,Aucune,P006,Végétarienne,Végétarienne,20,Fine,1,12.0,12.0
CMD0107,2026-03-14,11:15,CLI058,Centre-ville,Livraison,Espèces,Aucune,P002,Orientale,Viande,10,Classique,1,9.25,9.25
CMD0147,2026-03-14,14:45,CLI071,Université,Livraison,Titres restaurant,Aucune,P008,Chèvre-Miel,Sucré-salé,30,Fine,1,18.73,18.73
CMD0147,2026-03-14,14:45,CLI071,Université,Livraison,Titres restaurant,Aucune,P003,Hawaienne,Sucré-salé,30,Classique,2,16.03,32.06
CMD0147,2026-03-14,14:45,CLI071,Université,Livraison,Titres restaurant,Aucune,P001,Margherita,Classique,30,Épaisse,1,13.33,13.33
CMD0068,2026-03-16,17:30,CLI014,Zone résidentielle,Livraison,Espèces,Aucune,P004,Reine,Classique,30,Fine,1,16.7,16.7
CMD0089,2026-03-17,11:30,CLI065,Centre-ville,Sur place,Espèces,Aucune,P005,4 Fromages,Fromage,20,Épaisse,1,13.0,13.0
CMD0142,2026-03-17,13:45,CLI072,Université,À emporter,Espèces,Menu étudiant,P006,Végétarienne,Végétarienne,30,Classique,1,15.53,13.2
CMD0142,2026-03-17,13:45,CLI072,Université,À emporter,Espèces,Menu étudiant,P003,Hawaienne,Sucré-salé,30,Classique,1,15.53,13.2
CMD0083,2026-03-18,11:00,CLI027,Les Halles,À emporter,Carte bancaire,-10%,P002,Orientale,Viande,10,Fine,1,8.75,7.88
CMD0095,2026-03-18,17:15,CLI021,Gare,Sur place,Titres restaurant,-10%,P001,Margherita,Classique,20,Fine,1,9.5,8.55
CMD0095,2026-03-18,17:15,CLI021,Gare,Sur place,Titres restaurant,-10%,P008,Chèvre-Miel,Sucré-salé,30,Fine,1,18.23,16.41
CMD0002,2026-03-19,11:15,CLI084,Zone résidentielle,Livraison,Espèces,Aucune,P001,Margherita,Classique,30,Classique,1,13.33,13.33
CMD0149,2026-03-20,18:45,CLI003,Centre-ville,Sur place,Titres restaurant,Aucune,P005,4 Fromages,Fromage,30,Classique,1,17.55,17.55
CMD0149,2026-03-20,18:45,CLI003,Centre-ville,Sur place,Titres restaurant,Aucune,P007,Pepperoni,Viande,40,Épaisse,1,20.4,20.4
CMD0090,2026-03-20,20:45,CLI060,Université,À emporter,Titres restaurant,-20%,P004,Reine,Classique,20,Classique,1,12.0,9.6
CMD0090,2026-03-20,20:45,CLI060,Université,À emporter,Titres restaurant,-20%,P001,Margherita,Classique,30,Épaisse,1,12.83,10.26
CMD0090,2026-03-20,20:45,CLI060,Université,À emporter,Titres restaurant,-20%,P002,Orientale,Viande,30,Classique,1,16.88,13.5
CMD0048,2026-03-21,11:00,CLI027,Gare,À emporter,Espèces,-10%,P002,Orientale,Viande,20,Classique,1,12.5,11.25
CMD0180,2026-03-22,15:15,CLI055,Gare,Livraison,Titres restaurant,Aucune,P003,Hawaienne,Sucré-salé,30,Classique,1,16.03,16.03
CMD0180,2026-03-22,15:15,CLI055,Gare,Livraison,Titres restaurant,Aucune,P001,Margherita,Classique,30,Épaisse,2,13.33,26.66
CMD0088,2026-03-22,18:45,CLI073,Zone résidentielle,Livraison,Espèces,-10%,P006,Végétarienne,Végétarienne,40,Fine,1,20.05,18.05
CMD0088,2026-03-22,18:45,CLI073,Zone résidentielle,Livraison,Espèces,-10%,P002,Orientale,Viande,30,Fine,1,17.38,15.64
CMD0055,2026-03-22,20:15,CLI021,Centre-ville,À emporter,Carte bancaire,Aucune,P002,Orientale,Viande,30,Classique,1,16.88,16.88
CMD0123,2026-03-22,20:45,CLI019,Centre-ville,Livraison,Carte bancaire,Aucune,P008,Chèvre-Miel,Sucré-salé,20,Classique,1,14.0,14.0
CMD0001,2026-03-23,12:00,CLI036,Zone résidentielle,Sur place,Carte bancaire,-10%,P007,Pepperoni,Viande,10,Classique,1,8.4,7.56
CMD0026,2026-03-24,19:45,CLI069,Les Halles,À emporter,Carte bancaire,Aucune,P005,4 Fromages,Fromage,10,Fine,1,9.1,9.1
CMD0160,2026-03-25,20:15,CLI039,Les Halles,À emporter,Titres restaurant,Aucune,P007,Pepperoni,Viande,50,Classique,1,25.2,25.2
CMD0050,2026-03-26,14:45,CLI015,Les Halles,À emporter,Titres restaurant,Aucune,P002,Orientale,Viande,20,Fine,1,12.5,12.5
CMD0050,2026-03-26,14:45,CLI015,Les Halles,À emporter,Titres restaurant,Aucune,P005,4 Fromages,Fromage,20,Classique,1,13.0,13.0
CMD0075,2026-03-26,19:30,CLI059,Université,À emporter,Carte bancaire,Aucune,P007,Pepperoni,Viande,30,Classique,2,16.2,32.4
CMD0075,2026-03-26,19:30,CLI059,Université,À emporter,Carte bancaire,Aucune,P002,Orientale,Viande,40,Classique,1,21.25,21.25
CMD0092,2026-03-26,20:15,CLI043,Les Halles,Sur place,Titres restaurant,Aucune,P007,Pepperoni,Viande,20,Fine,1,12.0,12.0
CMD0102,2026-03-26,21:00,CLI075,Les Halles,Livraison,Espèces,Aucune,P003,Hawaienne,Sucré-salé,40,Fine,2,20.05,40.1
CMD0102,2026-03-26,21:00,CLI075,Les Halles,Livraison,Espèces,Aucune,P008,Chèvre-Miel,Sucré-salé,30,Épaisse,1,18.73,18.73
CMD0148,2026-03-27,11:00,CLI053,Gare,Sur place,Titres restaurant,Aucune,P008,Chèvre-Miel,Sucré-salé,20,Fine,1,13.5,13.5
CMD0070,2026-03-27,19:45,CLI076,Centre-ville,Livraison,Carte bancaire,-20%,P007,Pepperoni,Viande,40,Classique,1,20.9,16.72
CMD0070,2026-03-27,19:45,CLI076,Centre-ville,Livraison,Carte bancaire,-20%,P004,Reine,Classique,20,Sans gluten,1,14.0,11.2
CMD0106,2026-03-28,13:00,CLI019,Centre-ville,Livraison,Titres restaurant,-10%,P004,Reine,Classique,30,Classique,1,16.7,15.03
CMD0178,2026-03-29,11:00,CLI013,Gare,À emporter,Espèces,Aucune,P001,Margherita,Classique,50,Classique,2,19.95,39.9
CMD0135,2026-03-29,14:45,CLI012,Université,Livraison,Espèces,-20%,P007,Pepperoni,Viande,30,Classique,1,16.7,13.36
CMD0109,2026-03-29,16:30,CLI009,Gare,À emporter,Espèces,-20%,P003,Hawaienne,Sucré-salé,30,Classique,1,15.53,12.42
CMD0109,2026-03-29,16:30,CLI009,Gare,À emporter,Espèces,-20%,P004,Reine,Classique,30,Classique,1,16.2,12.96
CMD0120,2026-03-29,20:00,CLI017,Les Halles,Livraison,Espèces,Aucune,P006,Végétarienne,Végétarienne,30,Classique,1,16.03,16.03
CMD0120,2026-03-29,20:00,CLI017,Les Halles,Livraison,Espèces,Aucune,P001,Margherita,Classique,10,Classique,1,7.15,7.15
CMD0086,2026-03-30,16:00,CLI056,Université,Livraison,Carte bancaire,Aucune,P007,Pepperoni,Viande,40,Fine,1,20.9,20.9
CMD0086,2026-03-30,16:00,CLI056,Université,Livraison,Carte bancaire,Aucune,P003,Hawaienne,Sucré-salé,20,Fine,1,12.0,12.0
CMD0105,2026-03-30,18:30,CLI058,Université,Sur place,Espèces,Aucune,P001,Margherita,Classique,20,Fine,1,9.5,9.5
CMD0040,2026-03-30,21:15,CLI014,Zone résidentielle,Livraison,Espèces,-20%,P001,Margherita,Classique,20,Classique,1,10.0,8.0
CMD0040,2026-03-30,21:15,CLI014,Zone résidentielle,Livraison,Espèces,-20%,P006,Végétarienne,Végétarienne,10,Classique,1,8.55,6.84
CMD0069,2026-03-31,15:45,CLI015,Université,Sur place,Carte bancaire,Aucune,P004,Reine,Classique,40,Classique,1,20.4,20.4
